feature,coeff
COUNTY_SNYDER,-0.0
COUNTY_SOMERSET,-0.0
COUNTY_SOUTHAMPTON,81.83999408402879
COUNTY_SPENCER,0.0
COUNTY_SPOTSYLVANIA,0.0
COUNTY_STAFFORD,0.0
COUNTY_STARK,10499.025486191726
COUNTY_STAUNTON CITY,-0.0
COUNTY_SUFFOLK CITY,-0.0
COUNTY_SULLIVAN,0.0
COUNTY_SUMMERS,0.0
COUNTY_SUMMIT,0.0
COUNTY_SURRY,-0.0
COUNTY_SUSQUEHANNA,0.0
COUNTY_SUSSEX,0.0
COUNTY_TAYLOR,0.0
COUNTY_TAZEWELL,529.3895865943672
COUNTY_TIOGA,-0.0
COUNTY_TODD,-0.0
COUNTY_TRIGG,0.0
COUNTY_TRIMBLE,-0.0
COUNTY_TRUMBULL,-0.0
COUNTY_TUCKER,0.0
COUNTY_TUSCARAWAS,0.0
COUNTY_TYLER,0.0
COUNTY_UNION,-0.0
COUNTY_UPSHUR,-0.0
COUNTY_VAN WERT,0.0
COUNTY_VENANGO,0.0
COUNTY_VINTON,-33.231104907240756
COUNTY_VIRGINIA BEACH CITY,-5191.476416541163
COUNTY_WARREN,-0.0
COUNTY_WASHINGTON,502.8979529631316
COUNTY_WAYNE,-0.0
COUNTY_WAYNESBORO CITY,0.0
COUNTY_WEBSTER,0.0
COUNTY_WESTMORELAND,5.516119397115638
COUNTY_WETZEL,-0.0
COUNTY_WHITLEY,35.50659137210476
COUNTY_WILLIAMS,-0.0
COUNTY_WILLIAMSBURG CITY,0.0
COUNTY_WINCHESTER CITY,0.0
COUNTY_WIRT,0.0
COUNTY_WISE,0.0
COUNTY_WOLFE,0.0
COUNTY_WOOD,-0.0
COUNTY_WOODFORD,0.0
COUNTY_WYANDOT,0.0
COUNTY_WYOMING,0.0
COUNTY_WYTHE,0.0
COUNTY_YORK,5759.67952694109
State_KY,-0.0
State_OH,730.8707709304364
State_PA,-338.53759666897787
State_VA,0.0
State_WV,-896.7927249966427
GEO.id_0500000US21001,-0.0
GEO.id_0500000US21003,-0.0
GEO.id_0500000US21005,-0.0
GEO.id_0500000US21007,-0.0
GEO.id_0500000US21009,0.0
GEO.id_0500000US21011,0.0
GEO.id_0500000US21013,0.0
GEO.id_0500000US21015,0.0
GEO.id_0500000US21017,-0.0
GEO.id_0500000US21019,-0.0
GEO.id_0500000US21021,-0.0
GEO.id_0500000US21023,0.0
GEO.id_0500000US21025,-0.0
GEO.id_0500000US21027,-3.2852866909409237
GEO.id_0500000US21029,0.0
GEO.id_0500000US21031,0.0
GEO.id_0500000US21033,-0.0
GEO.id_0500000US21035,0.0
GEO.id_0500000US21037,0.0
GEO.id_0500000US21039,0.0
GEO.id_0500000US21041,0.0
GEO.id_0500000US21043,0.0
GEO.id_0500000US21045,-8.149774018710536
GEO.id_0500000US21047,-0.0
GEO.id_0500000US21049,-0.0
GEO.id_0500000US21051,-125.20558779563649
GEO.id_0500000US21053,-0.0
GEO.id_0500000US21055,0.0
GEO.id_0500000US21057,0.0
GEO.id_0500000US21059,-0.0
GEO.id_0500000US21061,0.0
GEO.id_0500000US21063,-0.0
GEO.id_0500000US21065,0.0
GEO.id_0500000US21067,0.0
GEO.id_0500000US21069,-0.0
GEO.id_0500000US21071,-0.0
GEO.id_0500000US21073,0.0
GEO.id_0500000US21075,-0.0
GEO.id_0500000US21077,-0.0
GEO.id_0500000US21079,-0.0
GEO.id_0500000US21081,-0.0
GEO.id_0500000US21083,0.0
GEO.id_0500000US21085,0.0
GEO.id_0500000US21087,-0.0
GEO.id_0500000US21089,-0.0
GEO.id_0500000US21093,-0.0
GEO.id_0500000US21095,152.93784947111163
GEO.id_0500000US21097,0.0
GEO.id_0500000US21099,-0.0
GEO.id_0500000US21101,-0.0
GEO.id_0500000US21103,-90.17406980336996
GEO.id_0500000US21107,-5.931410879600549
GEO.id_0500000US21109,0.0
GEO.id_0500000US21111,-0.0
GEO.id_0500000US21113,0.0
GEO.id_0500000US21115,0.0
GEO.id_0500000US21117,-0.0
GEO.id_0500000US21119,-0.0
GEO.id_0500000US21121,0.0
GEO.id_0500000US21123,0.0
GEO.id_0500000US21125,0.0
GEO.id_0500000US21127,0.0
GEO.id_0500000US21129,0.0
GEO.id_0500000US21131,0.0
GEO.id_0500000US21133,-0.0
GEO.id_0500000US21135,0.0
GEO.id_0500000US21137,-0.0
GEO.id_0500000US21139,0.0
GEO.id_0500000US21141,0.0
GEO.id_0500000US21143,-0.0
GEO.id_0500000US21145,0.0
GEO.id_0500000US21147,-0.0
GEO.id_0500000US21149,0.0
GEO.id_0500000US21151,-2441.236178887114
GEO.id_0500000US21153,-0.0
GEO.id_0500000US21155,-0.0
GEO.id_0500000US21157,0.0
GEO.id_0500000US21159,-0.0
GEO.id_0500000US21161,-0.0
GEO.id_0500000US21163,0.0
GEO.id_0500000US21165,0.0
GEO.id_0500000US21167,0.0
GEO.id_0500000US21169,0.0
GEO.id_0500000US21171,-0.0
GEO.id_0500000US21173,0.0
GEO.id_0500000US21175,-0.0
GEO.id_0500000US21177,0.0
GEO.id_0500000US21179,0.0
GEO.id_0500000US21181,-0.0
GEO.id_0500000US21183,-0.0
GEO.id_0500000US21185,-0.0
GEO.id_0500000US21187,0.0
GEO.id_0500000US21189,-0.0
GEO.id_0500000US21191,-0.0
GEO.id_0500000US21193,0.0
GEO.id_0500000US21195,-824.7692158605578
GEO.id_0500000US21197,-0.0
GEO.id_0500000US21199,0.0
GEO.id_0500000US21201,0.0
GEO.id_0500000US21203,-0.0
GEO.id_0500000US21205,0.0
GEO.id_0500000US21207,-0.0
GEO.id_0500000US21209,0.0
GEO.id_0500000US21211,0.0
GEO.id_0500000US21213,-0.0
GEO.id_0500000US21215,0.0
GEO.id_0500000US21217,0.0
GEO.id_0500000US21219,-0.0
GEO.id_0500000US21221,0.0
GEO.id_0500000US21223,-0.0
GEO.id_0500000US21227,-0.0
GEO.id_0500000US21229,0.0
GEO.id_0500000US21231,0.0
GEO.id_0500000US21233,0.0
GEO.id_0500000US21235,9.180729412603228
GEO.id_0500000US21237,0.0
GEO.id_0500000US21239,0.0
GEO.id_0500000US39001,0.0
GEO.id_0500000US39003,0.0
GEO.id_0500000US39005,0.0
GEO.id_0500000US39007,0.0
GEO.id_0500000US39009,0.0
GEO.id_0500000US39011,-0.0
GEO.id_0500000US39013,-0.0
GEO.id_0500000US39015,-0.0
GEO.id_0500000US39017,-0.0
GEO.id_0500000US39019,-0.0
GEO.id_0500000US39021,76.20516503517236
GEO.id_0500000US39023,-289.7692421217691
GEO.id_0500000US39025,-525.2938987559622
GEO.id_0500000US39027,0.0
GEO.id_0500000US39029,-0.0
GEO.id_0500000US39031,-525.1932837690697
GEO.id_0500000US39033,-0.0
GEO.id_0500000US39035,-491.79860143818195
GEO.id_0500000US39037,-0.0
GEO.id_0500000US39039,71.51087555688947
GEO.id_0500000US39041,10050.596840962857
GEO.id_0500000US39043,0.0
GEO.id_0500000US39045,28.487692183281656
GEO.id_0500000US39047,-0.0
GEO.id_0500000US39049,-42203.58468479611
GEO.id_0500000US39051,-0.0
GEO.id_0500000US39053,0.0
GEO.id_0500000US39055,-0.0
GEO.id_0500000US39057,0.0
GEO.id_0500000US39059,-0.0
GEO.id_0500000US39061,99.27487300377031
GEO.id_0500000US39063,0.0
GEO.id_0500000US39065,-0.0
GEO.id_0500000US39069,0.0
GEO.id_0500000US39071,0.0
GEO.id_0500000US39073,-0.0
GEO.id_0500000US39075,-0.0
GEO.id_0500000US39077,-0.0
GEO.id_0500000US39079,0.0
GEO.id_0500000US39081,-1521.8699683007733
GEO.id_0500000US39083,-0.0
GEO.id_0500000US39085,98.34465417337773
GEO.id_0500000US39087,-0.0
GEO.id_0500000US39089,99.454409386444
GEO.id_0500000US39091,-0.0
GEO.id_0500000US39093,-714.4874787749017
GEO.id_0500000US39095,-0.0
GEO.id_0500000US39097,1329.5415459750923
GEO.id_0500000US39099,0.0
GEO.id_0500000US39101,0.0
GEO.id_0500000US39103,103.04815758601558
GEO.id_0500000US39105,-0.0
GEO.id_0500000US39107,0.0
GEO.id_0500000US39109,-0.0
GEO.id_0500000US39111,-0.0
GEO.id_0500000US39113,41789.41424144856
GEO.id_0500000US39115,-0.0
GEO.id_0500000US39117,-626.5749506037781
GEO.id_0500000US39119,-0.0
GEO.id_0500000US39121,0.0
GEO.id_0500000US39123,0.0
GEO.id_0500000US39125,0.0
GEO.id_0500000US39127,-0.0
GEO.id_0500000US39129,0.0
GEO.id_0500000US39131,0.0
GEO.id_0500000US39133,0.0
GEO.id_0500000US39135,-0.0
GEO.id_0500000US39137,-0.0
GEO.id_0500000US39139,-0.0
GEO.id_0500000US39141,95.71722137014908
GEO.id_0500000US39143,-0.0
GEO.id_0500000US39145,-0.0
GEO.id_0500000US39147,0.0
GEO.id_0500000US39149,-0.0
GEO.id_0500000US39151,106.01743370905103
GEO.id_0500000US39153,0.0
GEO.id_0500000US39155,-0.0
GEO.id_0500000US39157,0.0
GEO.id_0500000US39159,-0.0
GEO.id_0500000US39161,0.0
GEO.id_0500000US39163,-0.0
GEO.id_0500000US39165,-0.0
GEO.id_0500000US39167,0.0
GEO.id_0500000US39169,0.0
GEO.id_0500000US39171,-0.0
GEO.id_0500000US39173,0.0
GEO.id_0500000US39175,0.0
GEO.id_0500000US42001,-0.0
GEO.id_0500000US42003,577.9143966067528
GEO.id_0500000US42005,-0.0
GEO.id_0500000US42007,0.0
GEO.id_0500000US42009,0.0
GEO.id_0500000US42011,-404.91620611733066
GEO.id_0500000US42013,-0.0
GEO.id_0500000US42015,-0.0
GEO.id_0500000US42017,540.6764227212802
GEO.id_0500000US42019,-0.0
GEO.id_0500000US42021,0.0
GEO.id_0500000US42023,-0.0
GEO.id_0500000US42025,0.0
GEO.id_0500000US42027,-0.0
GEO.id_0500000US42029,-0.0
GEO.id_0500000US42031,-0.0
GEO.id_0500000US42033,0.0
GEO.id_0500000US42035,-0.0
GEO.id_0500000US42037,-0.0
GEO.id_0500000US42039,-0.0
GEO.id_0500000US42041,-4126.5416733375605
GEO.id_0500000US42043,0.0
GEO.id_0500000US42045,-0.0
GEO.id_0500000US42047,-0.0
GEO.id_0500000US42049,-874.1867963494224
GEO.id_0500000US42051,0.0
GEO.id_0500000US42053,-0.0
GEO.id_0500000US42055,-0.0
GEO.id_0500000US42057,-0.0
GEO.id_0500000US42059,-0.0
GEO.id_0500000US42061,0.0
GEO.id_0500000US42063,-0.0
GEO.id_0500000US42065,0.0
GEO.id_0500000US42067,-0.0
GEO.id_0500000US42069,-0.0
GEO.id_0500000US42071,-0.0
GEO.id_0500000US42073,-0.0
GEO.id_0500000US42075,0.0
GEO.id_0500000US42077,-0.0
GEO.id_0500000US42079,-0.0
GEO.id_0500000US42081,-0.0
GEO.id_0500000US42083,-0.0
GEO.id_0500000US42085,-0.0
GEO.id_0500000US42087,0.0
GEO.id_0500000US42089,0.0
GEO.id_0500000US42091,-38370.233973447896
GEO.id_0500000US42093,-0.0
GEO.id_0500000US42095,-776.3320523018227
GEO.id_0500000US42097,-0.0
GEO.id_0500000US42099,0.0
GEO.id_0500000US42101,291.93162602783735
GEO.id_0500000US42103,0.0
GEO.id_0500000US42105,291.30111023887093
GEO.id_0500000US42107,-0.0
GEO.id_0500000US42109,-0.0
GEO.id_0500000US42111,-0.0
GEO.id_0500000US42113,0.0
GEO.id_0500000US42115,0.0
GEO.id_0500000US42117,-0.0
GEO.id_0500000US42119,-0.0
GEO.id_0500000US42121,0.0
GEO.id_0500000US42123,0.0
GEO.id_0500000US42125,-0.0
GEO.id_0500000US42127,-0.0
GEO.id_0500000US42129,4584.494736934417
GEO.id_0500000US42131,72.85922630409645
GEO.id_0500000US42133,0.0
GEO.id_0500000US51001,-0.0
GEO.id_0500000US51003,0.0
GEO.id_0500000US51005,-0.0
GEO.id_0500000US51007,-0.0
GEO.id_0500000US51009,0.0
GEO.id_0500000US51011,0.0
GEO.id_0500000US51013,0.0
GEO.id_0500000US51015,-0.0
GEO.id_0500000US51017,0.0
GEO.id_0500000US51019,-0.0
GEO.id_0500000US51021,-0.0
GEO.id_0500000US51023,-0.0
GEO.id_0500000US51025,-0.0
GEO.id_0500000US51027,0.0
GEO.id_0500000US51029,-0.0
GEO.id_0500000US51031,-0.0
GEO.id_0500000US51033,0.0
GEO.id_0500000US51035,105.78360169637757
GEO.id_0500000US51037,0.0
GEO.id_0500000US51041,-0.0
GEO.id_0500000US51043,0.0
GEO.id_0500000US51045,0.0
GEO.id_0500000US51047,519.9658288961441
GEO.id_0500000US51049,-0.0
GEO.id_0500000US51051,-0.0
GEO.id_0500000US51053,-0.0
GEO.id_0500000US51057,-0.0
GEO.id_0500000US51059,0.0
GEO.id_0500000US51061,-0.0
GEO.id_0500000US51063,-0.0
GEO.id_0500000US51065,-0.0
GEO.id_0500000US51067,-0.0
GEO.id_0500000US51069,-0.0
GEO.id_0500000US51071,0.0
GEO.id_0500000US51073,-0.0
GEO.id_0500000US51075,0.0
GEO.id_0500000US51077,0.0
GEO.id_0500000US51079,0.0
GEO.id_0500000US51081,-0.0
GEO.id_0500000US51083,-0.0
GEO.id_0500000US51085,0.0
GEO.id_0500000US51087,-0.0
GEO.id_0500000US51089,-0.0
GEO.id_0500000US51091,-0.0
GEO.id_0500000US51093,0.0
GEO.id_0500000US51095,-0.0
GEO.id_0500000US51099,-0.0
GEO.id_0500000US51101,-0.0
GEO.id_0500000US51103,-0.0
GEO.id_0500000US51105,-0.0
GEO.id_0500000US51107,0.0
GEO.id_0500000US51109,0.0
GEO.id_0500000US51111,0.0
GEO.id_0500000US51113,0.0
GEO.id_0500000US51115,0.0
GEO.id_0500000US51117,0.0
GEO.id_0500000US51119,0.0
GEO.id_0500000US51121,3018.2291000084147
GEO.id_0500000US51125,-0.0
GEO.id_0500000US51127,-0.0
GEO.id_0500000US51133,-0.0
GEO.id_0500000US51135,0.0
GEO.id_0500000US51137,0.0
GEO.id_0500000US51139,0.0
GEO.id_0500000US51141,0.0
GEO.id_0500000US51143,-26.476290860824836
GEO.id_0500000US51145,-0.0
GEO.id_0500000US51147,-0.0
GEO.id_0500000US51149,184.61867924242736
GEO.id_0500000US51153,-0.0
GEO.id_0500000US51155,-0.0
GEO.id_0500000US51157,0.0
GEO.id_0500000US51163,-0.0
GEO.id_0500000US51165,0.0
GEO.id_0500000US51167,-0.0
GEO.id_0500000US51169,0.0
GEO.id_0500000US51171,0.0
GEO.id_0500000US51173,0.0
GEO.id_0500000US51175,15.611141211833806
GEO.id_0500000US51177,0.0
GEO.id_0500000US51179,0.0
GEO.id_0500000US51181,-0.0
GEO.id_0500000US51183,0.0
GEO.id_0500000US51185,332.2620817304251
GEO.id_0500000US51187,-0.0
GEO.id_0500000US51191,0.0
GEO.id_0500000US51193,0.0
GEO.id_0500000US51195,0.0
GEO.id_0500000US51197,0.0
GEO.id_0500000US51199,0.0
GEO.id_0500000US51510,0.0
GEO.id_0500000US51515,-0.0
GEO.id_0500000US51520,-0.0
GEO.id_0500000US51530,0.0
GEO.id_0500000US51540,35.808493232485354
GEO.id_0500000US51550,0.0
GEO.id_0500000US51570,0.0
GEO.id_0500000US51590,-0.0
GEO.id_0500000US51595,0.0
GEO.id_0500000US51600,0.0
GEO.id_0500000US51610,-0.0
GEO.id_0500000US51620,-0.0
GEO.id_0500000US51630,0.0
GEO.id_0500000US51640,-0.0
GEO.id_0500000US51650,-0.0
GEO.id_0500000US51660,-0.0
GEO.id_0500000US51670,-0.0
GEO.id_0500000US51678,0.0
GEO.id_0500000US51680,0.0
GEO.id_0500000US51683,0.0
GEO.id_0500000US51690,-0.0
GEO.id_0500000US51700,0.0
GEO.id_0500000US51710,-17.51842120112395
GEO.id_0500000US51720,0.0
GEO.id_0500000US51730,0.0
GEO.id_0500000US51735,0.0
GEO.id_0500000US51740,0.0
GEO.id_0500000US51750,-0.0
GEO.id_0500000US51760,0.0
GEO.id_0500000US51770,10.363918682520438
GEO.id_0500000US51775,-0.0
GEO.id_0500000US51790,-0.0
GEO.id_0500000US51800,-0.0
GEO.id_0500000US51810,-40.472989364936254
GEO.id_0500000US51820,0.0
GEO.id_0500000US51830,0.0
GEO.id_0500000US51840,0.0
GEO.id_0500000US54001,0.0
GEO.id_0500000US54003,-0.0
GEO.id_0500000US54005,0.0
GEO.id_0500000US54007,0.0
GEO.id_0500000US54009,0.0
GEO.id_0500000US54011,-0.0
GEO.id_0500000US54013,-66.8215080019545
GEO.id_0500000US54015,0.0
GEO.id_0500000US54017,-0.0
GEO.id_0500000US54019,-0.0
GEO.id_0500000US54023,0.0
GEO.id_0500000US54025,0.0
GEO.id_0500000US54029,0.0
GEO.id_0500000US54031,0.0
GEO.id_0500000US54033,0.0
GEO.id_0500000US54035,0.0
GEO.id_0500000US54037,-0.0
GEO.id_0500000US54039,-78.29375706463543
GEO.id_0500000US54045,0.0
GEO.id_0500000US54047,0.0
GEO.id_0500000US54049,0.0
GEO.id_0500000US54051,-0.0
GEO.id_0500000US54053,-1931.2821317783998
GEO.id_0500000US54055,-0.0
GEO.id_0500000US54057,0.0
GEO.id_0500000US54059,-0.0
GEO.id_0500000US54061,-73.28170923809094
GEO.id_0500000US54063,815.6958195556119
GEO.id_0500000US54065,-0.0
GEO.id_0500000US54067,-0.0
GEO.id_0500000US54069,1914.8976959918937
GEO.id_0500000US54075,-0.0
GEO.id_0500000US54077,-0.0
GEO.id_0500000US54079,-0.0
GEO.id_0500000US54081,0.0
GEO.id_0500000US54083,-0.0
GEO.id_0500000US54085,-0.0
GEO.id_0500000US54087,0.0
GEO.id_0500000US54089,0.0
GEO.id_0500000US54093,0.0
GEO.id_0500000US54095,0.0
GEO.id_0500000US54097,-0.0
GEO.id_0500000US54099,-706.2444868413523
GEO.id_0500000US54103,-0.0
GEO.id_0500000US54105,0.0
GEO.id_0500000US54107,-0.0
GEO.id_0500000US54109,-0.0
"GEO.display-label_Accomack County, Virginia",-0.0
"GEO.display-label_Adair County, Kentucky",-0.0
"GEO.display-label_Adams County, Ohio",0.0
"GEO.display-label_Adams County, Pennsylvania",-0.0
"GEO.display-label_Albemarle County, Virginia",0.0
"GEO.display-label_Alexandria city, Virginia",0.0
"GEO.display-label_Alleghany County, Virginia",-0.0
"GEO.display-label_Allegheny County, Pennsylvania",8.117750821847066
"GEO.display-label_Allen County, Kentucky",-0.0
"GEO.display-label_Allen County, Ohio",0.0
"GEO.display-label_Amelia County, Virginia",-0.0
"GEO.display-label_Amherst County, Virginia",0.0
"GEO.display-label_Anderson County, Kentucky",-0.0
"GEO.display-label_Appomattox County, Virginia",0.0
"GEO.display-label_Arlington County, Virginia",0.0
"GEO.display-label_Armstrong County, Pennsylvania",-0.0
"GEO.display-label_Ashland County, Ohio",0.0
"GEO.display-label_Ashtabula County, Ohio",0.0
"GEO.display-label_Athens County, Ohio",0.0
"GEO.display-label_Auglaize County, Ohio",-0.0
"GEO.display-label_Augusta County, Virginia",-0.0
"GEO.display-label_Ballard County, Kentucky",-0.0
"GEO.display-label_Barbour County, West Virginia",0.0
"GEO.display-label_Barren County, Kentucky",0.0
"GEO.display-label_Bath County, Kentucky",0.0
"GEO.display-label_Bath County, Virginia",0.0
"GEO.display-label_Beaver County, Pennsylvania",0.0
"GEO.display-label_Bedford County, Pennsylvania",0.0
"GEO.display-label_Bedford County, Virginia",-0.0
"GEO.display-label_Bedford city, Virginia",-0.0
"GEO.display-label_Bell County, Kentucky",0.0
"GEO.display-label_Belmont County, Ohio",-0.0
"GEO.display-label_Berkeley County, West Virginia",-0.0
"GEO.display-label_Berks County, Pennsylvania",-1.0812621398638433
"GEO.display-label_Blair County, Pennsylvania",-0.0
"GEO.display-label_Bland County, Virginia",-0.0
"GEO.display-label_Boone County, Kentucky",0.0
"GEO.display-label_Boone County, West Virginia",0.0
"GEO.display-label_Botetourt County, Virginia",-0.0
"GEO.display-label_Bourbon County, Kentucky",-0.0
"GEO.display-label_Boyd County, Kentucky",-0.0
"GEO.display-label_Boyle County, Kentucky",-0.0
"GEO.display-label_Bracken County, Kentucky",0.0
"GEO.display-label_Bradford County, Pennsylvania",-0.0
"GEO.display-label_Braxton County, West Virginia",0.0
"GEO.display-label_Breathitt County, Kentucky",-0.0
"GEO.display-label_Breckinridge County, Kentucky",-0.0
"GEO.display-label_Bristol city, Virginia",-0.0
"GEO.display-label_Brooke County, West Virginia",0.0
"GEO.display-label_Brown County, Ohio",-0.0
"GEO.display-label_Brunswick County, Virginia",-0.0
"GEO.display-label_Buchanan County, Virginia",0.0
"GEO.display-label_Buckingham County, Virginia",-0.0
"GEO.display-label_Bucks County, Pennsylvania",10.185406917390871
"GEO.display-label_Buena Vista city, Virginia",0.0
"GEO.display-label_Bullitt County, Kentucky",0.0
"GEO.display-label_Butler County, Kentucky",0.0
"GEO.display-label_Butler County, Ohio",-0.0
"GEO.display-label_Butler County, Pennsylvania",-0.0
"GEO.display-label_Cabell County, West Virginia",-0.0
"GEO.display-label_Caldwell County, Kentucky",-0.0
"GEO.display-label_Calhoun County, West Virginia",-4.562173172831891
"GEO.display-label_Calloway County, Kentucky",0.0
"GEO.display-label_Cambria County, Pennsylvania",0.0
"GEO.display-label_Cameron County, Pennsylvania",-0.0
"GEO.display-label_Campbell County, Kentucky",0.0
"GEO.display-label_Campbell County, Virginia",-0.0
"GEO.display-label_Carbon County, Pennsylvania",0.0
"GEO.display-label_Carlisle County, Kentucky",0.0
"GEO.display-label_Caroline County, Virginia",0.0
"GEO.display-label_Carroll County, Kentucky",0.0
"GEO.display-label_Carroll County, Ohio",-0.0
"GEO.display-label_Carroll County, Virginia",0.0026437331937602705
"GEO.display-label_Carter County, Kentucky",0.0
"GEO.display-label_Casey County, Kentucky",-0.0
"GEO.display-label_Centre County, Pennsylvania",-0.0
"GEO.display-label_Champaign County, Ohio",18.03662059901086
"GEO.display-label_Charlotte County, Virginia",0.0
"GEO.display-label_Charlottesville city, Virginia",0.0
"GEO.display-label_Chesapeake city, Virginia",0.0
"GEO.display-label_Chester County, Pennsylvania",-0.0
"GEO.display-label_Chesterfield County, Virginia",-0.0
"GEO.display-label_Christian County, Kentucky",-0.0
"GEO.display-label_Clarion County, Pennsylvania",-0.0
"GEO.display-label_Clark County, Kentucky",-0.0
"GEO.display-label_Clark County, Ohio",-105.92520633252008
"GEO.display-label_Clarke County, Virginia",0.0
"GEO.display-label_Clay County, Kentucky",-0.0
"GEO.display-label_Clay County, West Virginia",0.0
"GEO.display-label_Clearfield County, Pennsylvania",0.0
"GEO.display-label_Clermont County, Ohio",-106.02715867266754
"GEO.display-label_Clinton County, Kentucky",-0.0
"GEO.display-label_Clinton County, Ohio",0.0
"GEO.display-label_Clinton County, Pennsylvania",-0.0
"GEO.display-label_Colonial Heights city, Virginia",0.0
"GEO.display-label_Columbia County, Pennsylvania",-0.0
"GEO.display-label_Columbiana County, Ohio",-0.0
"GEO.display-label_Coshocton County, Ohio",-109.77794027528525
"GEO.display-label_Craig County, Virginia",0.0
"GEO.display-label_Crawford County, Ohio",-0.0
"GEO.display-label_Crawford County, Pennsylvania",-0.0
"GEO.display-label_Crittenden County, Kentucky",0.0
"GEO.display-label_Culpeper County, Virginia",0.8924564339416171
"GEO.display-label_Cumberland County, Kentucky",0.0
"GEO.display-label_Cumberland County, Pennsylvania",-86.23051177763465
"GEO.display-label_Cumberland County, Virginia",-0.0
"GEO.display-label_Cuyahoga County, Ohio",-107.76433299087006
"GEO.display-label_Danville city, Virginia",-0.0
"GEO.display-label_Darke County, Ohio",-0.0
"GEO.display-label_Dauphin County, Pennsylvania",0.0
"GEO.display-label_Daviess County, Kentucky",-0.0
"GEO.display-label_Defiance County, Ohio",28.68179335909584
"GEO.display-label_Delaware County, Ohio",31.756567068133503
"GEO.display-label_Delaware County, Pennsylvania",-0.0
"GEO.display-label_Dickenson County, Virginia",-0.0
"GEO.display-label_Dinwiddie County, Virginia",-0.0
"GEO.display-label_Doddridge County, West Virginia",-0.0
"GEO.display-label_Edmonson County, Kentucky",0.0
"GEO.display-label_Elk County, Pennsylvania",-0.0
"GEO.display-label_Elliott County, Kentucky",-0.0
"GEO.display-label_Emporia city, Virginia",0.0
"GEO.display-label_Erie County, Ohio",0.0
"GEO.display-label_Erie County, Pennsylvania",-115.66910784451726
"GEO.display-label_Essex County, Virginia",-0.0
"GEO.display-label_Estill County, Kentucky",0.0
"GEO.display-label_Fairfax County, Virginia",0.0
"GEO.display-label_Fairfax city, Virginia",0.0
"GEO.display-label_Fairfield County, Ohio",4.068455930467327
"GEO.display-label_Falls Church city, Virginia",-0.0
"GEO.display-label_Fauquier County, Virginia",-0.0
"GEO.display-label_Fayette County, Kentucky",0.0
"GEO.display-label_Fayette County, Ohio",-0.0
"GEO.display-label_Fayette County, Pennsylvania",0.0
"GEO.display-label_Fayette County, West Virginia",-0.0
"GEO.display-label_Fleming County, Kentucky",-0.0
"GEO.display-label_Floyd County, Kentucky",-0.0
"GEO.display-label_Floyd County, Virginia",-0.0
"GEO.display-label_Fluvanna County, Virginia",-0.0
"GEO.display-label_Forest County, Pennsylvania",-0.0
"GEO.display-label_Franklin County, Kentucky",0.0
"GEO.display-label_Franklin County, Ohio",-98.52164226247756
"GEO.display-label_Franklin County, Pennsylvania",-0.0
"GEO.display-label_Franklin County, Virginia",-0.0
"GEO.display-label_Franklin city, Virginia",-0.0
"GEO.display-label_Frederick County, Virginia",-0.0
"GEO.display-label_Fredericksburg city, Virginia",0.0
"GEO.display-label_Fulton County, Kentucky",-0.0
"GEO.display-label_Fulton County, Ohio",-0.0
"GEO.display-label_Fulton County, Pennsylvania",-0.0
"GEO.display-label_Galax city, Virginia",-0.0
"GEO.display-label_Gallatin County, Kentucky",-0.0
"GEO.display-label_Gallia County, Ohio",0.0
"GEO.display-label_Garrard County, Kentucky",-0.0
"GEO.display-label_Geauga County, Ohio",-0.0
"GEO.display-label_Giles County, Virginia",0.0
"GEO.display-label_Gloucester County, Virginia",-0.0
"GEO.display-label_Goochland County, Virginia",0.0
"GEO.display-label_Grant County, Kentucky",-0.0
"GEO.display-label_Grant County, West Virginia",0.0
"GEO.display-label_Graves County, Kentucky",0.0
"GEO.display-label_Grayson County, Kentucky",0.0
"GEO.display-label_Grayson County, Virginia",0.0
"GEO.display-label_Green County, Kentucky",-0.0
"GEO.display-label_Greenbrier County, West Virginia",0.0
"GEO.display-label_Greene County, Ohio",0.0
"GEO.display-label_Greene County, Pennsylvania",-0.0
"GEO.display-label_Greene County, Virginia",0.0
"GEO.display-label_Greensville County, Virginia",-0.0
"GEO.display-label_Greenup County, Kentucky",-0.0
"GEO.display-label_Guernsey County, Ohio",-0.0
"GEO.display-label_Halifax County, Virginia",-0.0
"GEO.display-label_Hamilton County, Ohio",14.451326552118212
"GEO.display-label_Hampton city, Virginia",-0.0
"GEO.display-label_Hancock County, Ohio",0.0
"GEO.display-label_Hancock County, West Virginia",0.0
"GEO.display-label_Hanover County, Virginia",0.0
"GEO.display-label_Hardin County, Kentucky",-0.0
"GEO.display-label_Hardin County, Ohio",-0.0
"GEO.display-label_Hardy County, West Virginia",0.0
"GEO.display-label_Harlan County, Kentucky",54.48285528232212
"GEO.display-label_Harrison County, Kentucky",0.0
"GEO.display-label_Harrison County, West Virginia",0.0
"GEO.display-label_Harrisonburg city, Virginia",-0.0
"GEO.display-label_Hart County, Kentucky",-0.0
"GEO.display-label_Henderson County, Kentucky",-0.0
"GEO.display-label_Henrico County, Virginia",-0.0
"GEO.display-label_Henry County, Kentucky",-99.75499527048484
"GEO.display-label_Henry County, Ohio",0.0
"GEO.display-label_Henry County, Virginia",-0.0
"GEO.display-label_Highland County, Ohio",0.0
"GEO.display-label_Highland County, Virginia",-0.0
